Regime_Type,Regime,Crypto,Traditional,Observations,Correlation,Cointegrated,Q05_Correlation,Q95_Correlation,CoVaR_Lower,Lower_Tail_Dependence,Upper_Tail_Dependence
VIX,Medium_Vol,BTC-USD,^SPX,850,0.31295017926474467,False,0.15399617275827815,0.3330500600192269,-0.01932557557251043,0.15294117647058825,0.17647058823529413
VIX,Medium_Vol,BTC-USD,DBC,850,0.10072817337527959,False,0.32421791541939143,0.026409641440584213,-0.020049554426331644,0.16470588235294117,0.10588235294117647
VIX,Medium_Vol,BTC-USD,VNQ,850,0.17920907085332216,False,-0.3328072672676884,0.27764226179558743,-0.025766045138746807,0.1411764705882353,0.08235294117647059
VIX,Medium_Vol,ETH-USD,IEF,850,0.03647768890921201,True,0.19509717806956348,0.5842195248249995,-0.008609956781025496,0.058823529411764705,0.07058823529411765
VIX,Medium_Vol,ETH-USD,^RUT,850,0.3019172665548585,True,-0.052949463344579145,0.21955708793735104,-0.027395979325715858,0.2,0.2235294117647059
VIX,Medium_Vol,ETH-USD,^SPX,850,0.3257099824900352,True,-0.029316408892898892,0.5711187281714004,-0.019230378119866554,0.18823529411764706,0.2235294117647059
VIX,Medium_Vol,ETH-USD,DBC,850,0.10430621984603525,False,0.3074373254787878,-0.2355251009621927,-0.020049554426331644,0.15294117647058825,0.11764705882352941
VIX,Medium_Vol,ETH-USD,VNQ,850,0.17612033468996266,True,-0.32489216135247634,0.5482356721127674,-0.025834252252403878,0.1411764705882353,0.15294117647058825
VIX,Medium_Vol,SOL-USD,IEF,850,0.02880856743127557,False,-0.3067660512303673,0.3156676279557032,-0.008609956781025496,0.08235294117647059,0.047058823529411764
VIX,Medium_Vol,SOL-USD,^RUT,850,0.2284467820565526,False,0.04626588629631894,0.21270702158545726,-0.028971256585059318,0.16470588235294117,0.27058823529411763
VIX,Medium_Vol,SOL-USD,^SPX,850,0.245758579811097,False,-0.027851409916989943,0.37300544668119373,-0.019230378119866554,0.21176470588235294,0.18823529411764706
VIX,Medium_Vol,SOL-USD,DBC,850,0.08575490862884942,False,0.14843906524832293,-0.06489385479543895,-0.020049554426331644,0.15294117647058825,0.15294117647058825
VIX,Medium_Vol,SOL-USD,VNQ,850,0.17034838243355913,False,0.028943892816852407,0.46749517817528835,-0.02120385258375468,0.15294117647058825,0.11764705882352941
VIX,High_Vol,BTC-USD,IEF,298,0.013001170239881477,False,,,-0.013899595462424752,0.13793103448275862,0.10344827586206896
VIX,High_Vol,BTC-USD,^RUT,298,0.4344987311611048,True,0.07284718889774555,0.25069430811453636,-0.04323451960328737,0.4482758620689655,0.20689655172413793
VIX,High_Vol,BTC-USD,^SPX,298,0.4457256774149567,True,-0.024823785515865438,0.21941169331681742,-0.036221608085253744,0.4827586206896552,0.1724137931034483
VIX,High_Vol,BTC-USD,DBC,298,0.14662126433298225,False,,,-0.04522962393796848,0.13793103448275862,0.2413793103448276
VIX,High_Vol,BTC-USD,VNQ,298,0.33608005886002595,False,0.353525198856373,,-0.044093403432676946,0.3448275862068966,0.06896551724137931
VIX,High_Vol,ETH-USD,IEF,298,-0.03941289681037911,False,,,-0.014839936324422931,0.1724137931034483,0.10344827586206896
VIX,High_Vol,ETH-USD,^RUT,298,0.40183819895491374,False,0.033503421352786486,0.7263757576558062,-0.04556010279309445,0.41379310344827586,0.27586206896551724
VIX,High_Vol,ETH-USD,^SPX,298,0.41341387615986536,False,-0.035210045749709346,0.6729569275348938,-0.03442627704412349,0.4827586206896552,0.20689655172413793
VIX,High_Vol,ETH-USD,DBC,298,0.1503319457742544,False,-0.023393588842374257,,-0.04522962393796848,0.20689655172413793,0.1724137931034483
VIX,High_Vol,ETH-USD,VNQ,298,0.3088010127850162,False,0.22962643286911982,,-0.04701667058000414,0.3103448275862069,0.20689655172413793
VIX,High_Vol,SOL-USD,IEF,298,-0.030452103912583243,False,,,-0.015550167668232362,0.10344827586206896,0.10344827586206896
VIX,High_Vol,SOL-USD,^RUT,298,0.3000013091612412,False,-0.26515559651641296,0.30134072456101363,-0.04219346220390922,0.3448275862068966,0.20689655172413793
VIX,High_Vol,SOL-USD,^SPX,298,0.3244939331530541,False,-0.47018996199196605,-0.11155141077381905,-0.03531045833764509,0.3793103448275862,0.2413793103448276
VIX,High_Vol,SOL-USD,DBC,298,0.1173301016036327,False,-0.06590120951508893,0.023282092426736633,-0.04522962393796848,0.2413793103448276,0.1724137931034483
VIX,High_Vol,SOL-USD,VNQ,298,0.22795135017229315,False,0.3782375569320194,0.14872504845301077,-0.04373884293414002,0.3103448275862069,0.1724137931034483
SPY,Regime_1,BTC-USD,IEF,848,-0.024254978091163497,False,0.003542984251078394,-0.2341785785104461,-0.007060245018468192,0.13095238095238096,0.08333333333333333
SPY,Regime_1,BTC-USD,^RUT,848,0.2690333593303518,False,0.19388280804792715,0.09246161842673953,-0.02933163903077526,0.21428571428571427,0.16666666666666666
SPY,Regime_1,BTC-USD,^SPX,848,0.254599972128064,False,0.2637170280810932,0.17182675419758034,-0.025972493108456302,0.23809523809523808,0.20238095238095238
SPY,Regime_1,BTC-USD,DBC,848,0.060636141158959045,False,-0.03739520829367754,-0.10022808992465979,-0.018017403862291087,0.19047619047619047,0.09523809523809523
SPY,Regime_1,BTC-USD,VNQ,848,0.14305666919135035,False,-0.19500873521676668,-0.2848285474774993,-0.02365582090685565,0.19047619047619047,0.10714285714285714
SPY,Regime_1,ETH-USD,IEF,848,0.0142310082127711,False,0.11256814027625836,-0.19403654787730848,-0.009304222822237196,0.10714285714285714,0.047619047619047616
SPY,Regime_1,ETH-USD,^RUT,848,0.25829144643907853,False,0.12612684324015352,0.17358140362668023,-0.03149333445325486,0.25,0.16666666666666666
SPY,Regime_1,ETH-USD,^SPX,848,0.2545861351879475,False,0.24561377871602813,-0.012482568458469243,-0.02435805680895821,0.2261904761904762,0.15476190476190477
SPY,Regime_1,ETH-USD,DBC,848,0.051563955596906325,False,-0.06001286891391274,-0.18668794511433942,-0.018986599921268648,0.13095238095238096,0.11904761904761904
SPY,Regime_1,ETH-USD,VNQ,848,0.1274510581311298,True,-0.08296936168313084,0.11318833619030666,-0.025852694006188726,0.20238095238095238,0.14285714285714285
SPY,Regime_1,SOL-USD,IEF,848,-0.01576410954388163,False,0.7110435183488748,-0.1731744554537691,-0.008979214118059131,0.14285714285714285,0.03571428571428571
SPY,Regime_1,SOL-USD,^RUT,848,0.18024317251095529,False,0.260555749780814,0.01133784297456944,-0.029879210535456058,0.17857142857142858,0.23809523809523808
SPY,Regime_1,SOL-USD,^SPX,848,0.17917130294791486,False,0.5664202424250453,0.05335036277797841,-0.022692884918242093,0.23809523809523808,0.21428571428571427
SPY,Regime_1,SOL-USD,DBC,848,0.08377826349864369,True,0.04782123728093774,0.16006025400583931,-0.027339093563120077,0.15476190476190477,0.19047619047619047
SPY,Regime_1,SOL-USD,VNQ,848,0.11499718041391935,False,0.061418104494475684,0.12667918129645733,-0.02374254862140788,0.16666666666666666,0.16666666666666666
SPY,Regime_2,BTC-USD,IEF,492,0.023604450805680407,False,0.3240499471590405,0.5030859698756583,-0.011026935309226937,0.12244897959183673,0.16326530612244897
SPY,Regime_2,BTC-USD,^RUT,492,0.44691393858112055,False,0.11321376629127393,0.2356892272679027,-0.03838788455656687,0.40816326530612246,0.30612244897959184
SPY,Regime_2,BTC-USD,^SPX,492,0.45634438251848863,True,0.10768912435667585,0.38139223102247094,-0.03655988883880661,0.3877551020408163,0.2857142857142857
SPY,Regime_2,BTC-USD,DBC,492,0.14154068916065018,False,0.6283015514417155,0.12573553357938871,-0.03307954123011817,0.1836734693877551,0.14285714285714285
SPY,Regime_2,BTC-USD,VNQ,492,0.3277545560990034,False,0.3268804173769264,0.6443160474245709,-0.035276647478194756,0.2857142857142857,0.1836734693877551
SPY,Regime_2,ETH-USD,IEF,492,0.008547500890821664,True,,0.7690515031431504,-0.010869759526885125,0.10204081632653061,0.16326530612244897
SPY,Regime_2,ETH-USD,^RUT,492,0.4742572837883265,True,-0.05386334630606851,0.381774933813865,-0.03441990617045777,0.4489795918367347,0.3469387755102041
SPY,Regime_2,ETH-USD,^SPX,492,0.4964808832984745,True,0.06640551670731938,0.5998378866548811,-0.032149460334965116,0.46938775510204084,0.3673469387755102
SPY,Regime_2,ETH-USD,DBC,492,0.18315633935557957,True,0.4552561467220345,-0.0032773036415218596,-0.02899229550657669,0.20408163265306123,0.14285714285714285
SPY,Regime_2,ETH-USD,VNQ,492,0.358660106667099,True,0.11789651609282577,0.75888942698292,-0.030818678401001016,0.32653061224489793,0.20408163265306123
SPY,Regime_2,SOL-USD,IEF,492,0.0037699541662892366,True,,0.681561132216045,-0.011909613014366993,0.08163265306122448,0.14285714285714285
SPY,Regime_2,SOL-USD,^RUT,492,0.3732167362386989,True,0.09894177044224152,0.3873558809978367,-0.04039904200122838,0.3469387755102041,0.2857142857142857
SPY,Regime_2,SOL-USD,^SPX,492,0.4130859574736382,True,0.10209959210120997,0.13395492377181167,-0.03682489308148697,0.3673469387755102,0.2857142857142857
SPY,Regime_2,SOL-USD,DBC,492,0.1373316267186758,False,0.4658858191203025,-0.05187135180859834,-0.02902740824323713,0.1836734693877551,0.08163265306122448
SPY,Regime_2,SOL-USD,VNQ,492,0.2913585998662854,False,0.33666291269609316,0.6798951948693914,-0.0350710860354297,0.24489795918367346,0.22448979591836735
SPY,Regime_3,BTC-USD,IEF,56,0.10677384196232748,False,,,,0.1,0.0
SPY,Regime_3,BTC-USD,^RUT,56,0.5312640686697159,False,,,,0.4,0.3
SPY,Regime_3,BTC-USD,^SPX,56,0.4745388781905446,False,,,,0.4,0.3
SPY,Regime_3,BTC-USD,DBC,56,0.19587714413133825,False,,,,0.2,0.4
SPY,Regime_3,BTC-USD,VNQ,56,0.425544859627853,False,,,,0.2,0.4
SPY,Regime_3,ETH-USD,IEF,56,0.005635436095784553,True,,,,0.1,0.0
SPY,Regime_3,ETH-USD,^RUT,56,0.42576707570712313,False,,,,0.4,0.2
SPY,Regime_3,ETH-USD,^SPX,56,0.3626680966257416,False,,,,0.5,0.2
SPY,Regime_3,ETH-USD,DBC,56,0.2026093499547979,True,,,,0.2,0.3
SPY,Regime_3,ETH-USD,VNQ,56,0.3260347107573725,True,,,,0.2,0.3
SPY,Regime_3,SOL-USD,IEF,56,0.11066156592058182,False,,,,0.2,0.2
SPY,Regime_3,SOL-USD,^RUT,56,0.3891403443407517,False,,,,0.5,0.3
SPY,Regime_3,SOL-USD,^SPX,56,0.3644243844132567,False,,,,0.5,0.3
SPY,Regime_3,SOL-USD,DBC,56,0.051347881407043085,False,,,,0.1,0.2
SPY,Regime_3,SOL-USD,VNQ,56,0.3290598757517992,False,,,,0.3,0.4
